currentDirection,currentSpeed,secondarySwellDirection,secondarySwellHeight,secondarySwellPeriod,swellDirection,swellHeight,swellPeriod,waterTemperature,waveDirection,waveHeight,wavePeriod,windDirection,windSpeed,windWaveDirection,windWaveHeight,windWavePeriod,DateTime
,,288.46,0.13,2.55,92.93,0.99,7.36,,92.94,0.99,7.36,236.69,1.2,30.09,0,3.86,2026-05-31 12:00:00
,,287.93,0.1,2.56,94.5,1,7.52,,94.5,1,7.52,231.71,0.78,30.09,0.02,3.86,2026-05-31 13:00:00
,,287.76,0.09,2.56,95.81,1.01,7.65,,95.81,1.01,7.65,207.79,2.04,30.09,0,3.86,2026-05-31 14:00:00
,,287.71,0.1,2.56,97.06,1.03,7.72,,97.07,1.03,7.72,182.52,3.54,30.09,0,3.86,2026-05-31 15:00:00
,,292.46,0.12,2.64,98.04,1.04,7.78,,98.08,1.04,7.77,185.19,4.26,208.34,0.04,2.49,2026-05-31 16:00:00
,,291.48,0.12,2.62,98.62,1.05,7.84,,98.7,1.05,7.83,200.75,4.34,186.38,0.04,2.55,2026-05-31 17:00:00
,,352.39,0.02,3.63,99.25,1.05,7.88,,99.27,1.06,7.87,212.6,2.98,28.84,0.08,3.53,2026-05-31 18:00:00
,,352.35,0.02,3.61,99.54,1.06,7.91,,99.62,1.06,7.89,217.09,2.96,219.59,0.08,2.68,2026-05-31 19:00:00
,,352.5,0.02,3.6,99.71,1.06,7.92,,99.85,1.07,7.89,245.09,2.58,251.48,0.09,2.75,2026-05-31 20:00:00
,,219.98,0.16,2.6,99.93,1.29,8.68,,99.95,1.3,8.67,290.98,1.88,293.21,0.03,2.62,2026-05-31 21:00:00
,,213.18,0.16,2.61,99.83,1.34,8.86,,99.83,1.34,8.85,330.51,1,308.55,0.02,2.56,2026-05-31 22:00:00
,,211.26,0.15,2.67,99.48,1.34,8.84,,99.48,1.34,8.84,4.58,1.34,351.44,0.06,2.99,2026-05-31 23:00:00
,,215.09,0.16,2.62,99.1,1.32,8.77,,99.1,1.32,8.76,45.38,2.43,354.99,0.02,2.94,2026-06-01
,,301.49,0.13,2.35,98.71,1.3,8.66,,98.71,1.3,8.66,59.47,2.9,30.1,0,3.86,2026-06-01 01:00:00
,,303.89,0.13,2.36,98.37,1.31,8.67,,98.36,1.31,8.67,61.39,2.98,36.62,0.02,2.82,2026-06-01 02:00:00
,,243.38,0.11,2.7,98.05,1.29,8.61,,97.98,1.29,8.59,53.09,3.27,28.57,0.05,2.03,2026-06-01 03:00:00
,,229.11,0.09,2.83,97.82,1.27,8.55,,97.38,1.27,8.48,42.63,3.67,31.36,0.13,2.01,2026-06-01 04:00:00
,,227.05,0.09,2.89,97.7,1.24,8.52,,96.5,1.26,8.34,38.05,4.41,32.69,0.21,2.29,2026-06-01 05:00:00
,,223.9,0.06,2.92,97.7,1.2,8.55,,95.22,1.25,8.16,45.52,5.29,47.59,0.32,2.65,2026-06-01 06:00:00
,,221.09,0.06,3.04,97.87,1.16,8.57,,92.95,1.26,7.79,53.27,5.67,55.23,0.47,2.98,2026-06-01 07:00:00
,,218.41,0.05,3.16,96.9,1.15,8.4,,90.88,1.29,7.41,61.19,4.78,58.79,0.55,3.04,2026-06-01 08:00:00
,,72.87,0.48,3.92,93.25,1.21,7.77,,90.56,1.28,7.3,57.79,3.26,57.29,0.37,2.46,2026-06-01 09:00:00
,,211.47,0.04,3.42,91.56,1.23,7.45,,90.98,1.25,7.34,37.88,2.55,49.56,0.17,1.87,2026-06-01 10:00:00
,,216.17,0.04,3.57,91.8,1.2,7.46,,91.44,1.21,7.4,26.65,2.46,36.28,0.1,2.82,2026-06-01 11:00:00
,,222.99,0.03,3.65,91.96,1.17,7.49,,91.8,1.17,7.46,45.41,2,35.55,0.07,2.68,2026-06-01 12:00:00
,,234.24,0.03,3.57,92.09,1.14,7.52,,92.09,1.14,7.52,76.11,2.14,31.23,0.01,3.48,2026-06-01 13:00:00
,,323.38,0.05,2.85,92.3,1.11,7.58,,92.3,1.11,7.58,108.6,2.27,30.1,0,3.86,2026-06-01 14:00:00
,,343.39,0.08,2.89,92.49,1.08,7.66,,92.49,1.08,7.66,135.3,2.54,30.09,0,3.86,2026-06-01 15:00:00
,,344.81,0.07,2.86,92.59,1.06,7.72,,92.59,1.06,7.72,154.62,2.95,30.1,0,3.86,2026-06-01 16:00:00
,,345.62,0.06,2.85,92.57,1.04,7.77,,92.57,1.04,7.77,169.73,3.24,30.09,0,3.86,2026-06-01 17:00:00
,,209.09,0.12,5.5,92.78,1.01,7.83,,93,1.02,7.79,187.42,3.82,177.63,0.08,2.13,2026-06-01 18:00:00
,,184.35,0.13,2.62,92.8,0.99,7.84,,92.86,1,7.82,195.53,3.89,197.7,0.06,1.59,2026-06-01 19:00:00
,,187.27,0.12,2.64,92.55,0.97,7.88,,92.64,0.97,7.85,203.36,3.7,206.38,0.06,1.66,2026-06-01 20:00:00
,,210.3,0.13,5.48,92.24,0.95,7.92,,92.42,0.95,7.88,208.66,3.71,210.54,0.08,1.71,2026-06-01 21:00:00
,,210.26,0.13,5.48,91.99,0.93,7.94,,92.11,0.93,7.91,211.7,3.59,218.86,0.06,1.61,2026-06-01 22:00:00
,,209.58,0.14,5.5,91.65,0.92,7.97,,91.7,0.92,7.96,218.21,3.55,25.09,0.02,3.54,2026-06-01 23:00:00
,,209.23,0.13,5.51,91.24,0.9,8.01,,91.25,0.9,8.01,231.17,3.56,25.01,0.01,3.48,2026-06-02
,,208.59,0.13,5.47,90.8,0.88,8.06,,90.8,0.88,8.05,242.11,3.5,283.32,0.03,2.56,2026-06-02 01:00:00
,,228.27,0.14,2.42,90.36,0.87,8.09,,90.37,0.87,8.09,253.62,3.01,32,0.01,3.48,2026-06-02 02:00:00
,,237.34,0.13,2.29,89.95,0.85,8.14,,89.96,0.85,8.14,266.55,2.25,33.72,0.01,3.5,2026-06-02 03:00:00
,,240.54,0.12,2.29,89.56,0.84,8.19,,89.58,0.84,8.18,283.51,1.62,33.79,0.01,3.5,2026-06-02 04:00:00
,,240.06,0.11,2.31,89.22,0.84,8.31,,89.23,0.84,8.3,289.76,1.62,32.65,0.01,3.51,2026-06-02 05:00:00
,,237.92,0.07,2.25,88.79,0.83,8.46,,88.81,0.83,8.45,310.12,1.15,32.07,0.01,3.5,2026-06-02 06:00:00
,,237.09,0.07,2.26,88.54,0.81,8.49,,88.53,0.81,8.49,312.08,1.37,30.1,0.02,3.86,2026-06-02 07:00:00
,,236.21,0.07,2.26,88.3,0.8,8.52,,88.3,0.8,8.52,283.37,0.7,30.1,0,3.86,2026-06-02 08:00:00
,,234.28,0.07,2.27,88.11,0.79,8.54,,88.11,0.79,8.54,215.84,1.17,30.1,0,3.86,2026-06-02 09:00:00
,,243.19,0.06,2.24,87.99,0.77,8.55,,87.99,0.77,8.55,200.35,2.13,31.91,0,3.48,2026-06-02 10:00:00
,,264.29,0.08,2.22,88.11,0.76,8.5,,88.24,0.76,8.48,199.08,3.18,31.8,0.02,3.56,2026-06-02 11:00:00
,,202.81,0.12,5.1,88.51,0.74,8.46,,88.95,0.75,8.38,196.9,3.85,193.08,0.07,1.68,2026-06-02 12:00:00
,,201.81,0.12,24.01,88.62,0.73,8.46,,89.94,0.74,8.26,198.67,4.02,190.27,0.13,1.91,2026-06-02 13:00:00
,,201.3,0.12,23.99,89.05,0.71,8.41,,91.41,0.73,8.1,195.32,4.13,190.03,0.16,2.03,2026-06-02 14:00:00
,,199.97,0.12,24.06,89.63,0.69,8.35,,93.17,0.72,7.94,193.95,4.14,190.27,0.18,2.11,2026-06-02 15:00:00
,,149.99,0.16,8.72,91.69,0.68,8.14,,95.28,0.71,7.77,196.51,3.98,191.94,0.16,1.94,2026-06-02 16:00:00
,,176.84,0.19,2.63,94.23,0.67,7.86,,97,0.69,7.64,207.34,3.33,170.2,0.09,2.76,2026-06-02 17:00:00
,,173.99,0.18,2.78,96.15,0.65,7.75,,98.01,0.67,7.6,190,1.7,132.08,0.08,2.76,2026-06-02 18:00:00
,,170.42,0.19,2.82,98.51,0.64,7.57,,99.03,0.65,7.52,162.54,0.51,33.39,0.03,3.56,2026-06-02 19:00:00
,,169.34,0.19,2.79,99.8,0.62,7.47,,99.91,0.63,7.45,65.74,1.06,31.99,0.02,3.51,2026-06-02 20:00:00
,,167.94,0.18,2.84,100.65,0.61,7.41,,100.81,0.61,7.39,354.19,0.27,30.38,0.02,3.52,2026-06-02 21:00:00
,,167.11,0.18,2.88,101.53,0.59,7.35,,101.81,0.59,7.32,285.95,0.97,28.82,0.02,3.54,2026-06-02 22:00:00
,,166.42,0.18,2.91,102.63,0.57,7.27,,102.75,0.58,7.25,284.98,1.59,26.48,0.05,3.52,2026-06-02 23:00:00
,,165.74,0.16,2.93,103.59,0.56,7.2,,103.59,0.56,7.2,294.94,2.1,23.53,0.07,3.48,2026-06-03
,,166.05,0.16,2.96,104.37,0.55,7.14,,104.36,0.55,7.14,310.04,2.39,30.09,0.06,3.86,2026-06-03 01:00:00
,,165.42,0.15,2.98,105.06,0.53,7.1,,105.06,0.54,7.1,317.37,2.44,30.09,0.08,3.86,2026-06-03 02:00:00
,,168.65,0.14,2.98,105.72,0.52,7.06,,105.72,0.53,7.06,312.21,2.29,30.1,0.07,3.86,2026-06-03 03:00:00
,,149.68,0.14,8.73,106.33,0.51,7.03,,106.33,0.52,7.03,301.31,2.38,30.09,0.07,3.86,2026-06-03 04:00:00
,,149.56,0.15,8.84,106.91,0.52,7.12,,106.91,0.53,7.12,292.86,2.52,30.1,0.07,3.86,2026-06-03 05:00:00
,,150.29,0.15,8.97,107.09,0.52,7.25,,107.09,0.52,7.25,284.83,2.54,30.1,0.05,3.86,2026-06-03 06:00:00
,,150.38,0.15,8.95,107.77,0.51,7.23,,107.77,0.51,7.23,286.38,2.32,30.1,0.05,3.86,2026-06-03 07:00:00
,,146.77,0.16,9.21,108.38,0.5,7.2,,108.38,0.51,7.2,281.26,2.1,30.1,0.05,3.86,2026-06-03 08:00:00
,,98.4,0.32,5.41,108.92,0.5,7.17,,108.92,0.5,7.17,274.93,1.9,30.09,0.06,3.86,2026-06-03 09:00:00
,,83.64,0.31,9.01,109.39,0.49,7.13,,109.39,0.49,7.13,259.49,1.52,30.1,0.05,3.86,2026-06-03 10:00:00
,,83.91,0.3,8.95,109.79,0.49,7.09,,109.8,0.49,7.09,215.58,1.38,30.1,0.03,3.86,2026-06-03 11:00:00
,,83.6,0.28,8.9,110.15,0.48,7.05,,110.15,0.48,7.05,187.54,2.04,30.1,0,3.86,2026-06-03 12:00:00
,,83.88,0.27,8.85,110.66,0.48,6.99,,110.71,0.48,6.98,174.75,3.07,33.67,0.01,3.5,2026-06-03 13:00:00
,,84.19,0.27,8.8,112.42,0.48,6.8,,113.71,0.49,6.64,170.54,4.09,181.87,0.09,1.78,2026-06-03 14:00:00
,,81.13,0.22,9.31,111.63,0.47,6.87,,116.82,0.49,6.37,173.38,4.95,179.35,0.16,2.13,2026-06-03 15:00:00
,,81.32,0.21,9.28,111.18,0.46,6.89,,121.78,0.51,6,178.09,5.63,178.97,0.23,2.29,2026-06-03 16:00:00
,,81.43,0.2,9.24,111.2,0.45,6.86,,128.31,0.54,5.6,183.51,5.97,180.96,0.29,2.41,2026-06-03 17:00:00
,,81.73,0.19,9.22,111.17,0.44,6.85,,140.29,0.6,4.97,182.9,6.75,179.39,0.4,2.65,2026-06-03 18:00:00
,,142.56,0.19,9.23,114.03,0.46,6.51,,147.6,0.66,4.64,188.07,6.46,182.15,0.47,2.79,2026-06-03 19:00:00
,,99.1,0.3,5.9,120.24,0.5,6.02,,153.2,0.72,4.48,193.26,6.26,188.11,0.5,2.87,2026-06-03 20:00:00
,,97.75,0.3,5.94,128.19,0.54,5.61,,156.93,0.74,4.44,199.94,6.02,194.59,0.49,2.87,2026-06-03 21:00:00
,,98.64,0.28,5.9,135.37,0.58,5.35,,159.59,0.75,4.47,208.13,5.74,202.76,0.44,2.77,2026-06-03 22:00:00
,,98.32,0.28,5.9,140.42,0.59,5.25,,161.48,0.74,4.52,216.73,5.41,209.19,0.4,2.68,2026-06-03 23:00:00
,,97.4,0.26,5.96,145.37,0.61,5.17,,162.85,0.73,4.57,224.05,5.01,215.58,0.35,2.5,2026-06-04
,,98.82,0.26,5.83,149.61,0.61,5.1,,163.32,0.7,4.64,232.32,4.64,222.3,0.29,2.35,2026-06-04 01:00:00
,,95.24,0.28,6.56,154.81,0.62,5.01,,162.74,0.67,4.73,239.92,4.12,230.24,0.2,2.06,2026-06-04 02:00:00
,,96.13,0.28,6.44,157.57,0.61,4.99,,160.91,0.63,4.84,244.24,3.66,283.21,0.12,2.89,2026-06-04 03:00:00
,,96.46,0.27,6.36,157.08,0.59,5.03,,158.49,0.6,4.96,250.2,3.39,289.16,0.07,2.72,2026-06-04 04:00:00
,,96.53,0.26,6.3,155.04,0.56,5.12,,155.86,0.56,5.07,256.44,3.18,25.53,0.04,3.6,2026-06-04 05:00:00
,,96.31,0.26,6.23,152.89,0.53,5.24,,152.93,0.53,5.23,263.98,2.3,26.53,0.01,3.5,2026-06-04 06:00:00
,,96.12,0.25,6.23,149.91,0.5,5.36,,149.97,0.5,5.35,250.31,1.81,28.24,0.01,3.5,2026-06-04 07:00:00
,,97,0.25,6.07,146.91,0.48,5.48,,147.1,0.48,5.46,222.86,1.71,28.61,0.02,3.53,2026-06-04 08:00:00
,,176.77,0.24,3.61,144.09,0.46,5.6,,144.41,0.46,5.57,206.98,2.01,29.55,0.02,3.55,2026-06-04 09:00:00
,,182.53,0.21,3.61,141.59,0.44,5.69,,142.09,0.45,5.65,196.38,2.43,30.15,0.02,3.57,2026-06-04 10:00:00
,,132.85,0.22,8.7,139.83,0.43,5.73,,140.71,0.44,5.66,186.51,3.19,31.53,0.03,3.59,2026-06-04 11:00:00
,,131.19,0.22,8.74,138.3,0.42,5.86,,140.39,0.43,5.64,180.72,4.1,181.31,0.1,1.77,2026-06-04 12:00:00
,,131.46,0.22,8.75,135.61,0.4,6.07,,141.01,0.44,5.54,177.29,4.83,178.62,0.16,2.09,2026-06-04 13:00:00
,,129.62,0.22,8.76,134.53,0.4,6.15,,141.53,0.44,5.46,175.72,5.05,176.61,0.18,2.15,2026-06-04 14:00:00
,,97.4,0.22,5.58,133.56,0.39,6.26,,142.98,0.45,5.33,173.27,5.24,172.55,0.22,2.25,2026-06-04 15:00:00
,,99.87,0.21,5.29,131.49,0.38,6.46,,146.68,0.49,5.02,172.54,5.57,171.77,0.3,2.47,2026-06-04 16:00:00
,,97.87,0.2,5.51,131.75,0.38,6.42,,152.2,0.55,4.69,176.49,5.85,173.51,0.38,2.68,2026-06-04 17:00:00
,,128.59,0.23,8.73,141.14,0.45,5.66,,155.33,0.59,4.63,183.44,5.61,181.34,0.35,2.54,2026-06-04 18:00:00
,,126.2,0.23,8.86,148.63,0.52,5.19,,156.29,0.61,4.71,190.73,4.69,189.42,0.25,2.14,2026-06-04 19:00:00
,,125.52,0.2,8.43,150.59,0.49,4.8,,156.41,0.54,4.5,203.32,4.18,169.65,0.16,3.01,2026-06-04 20:00:00
,,126.74,0.2,8.39,151.85,0.5,4.82,,157.81,0.56,4.56,216.99,3.95,214.71,0.16,3,2026-06-04 21:00:00
,,127.88,0.2,8.36,153.89,0.52,4.84,,158.79,0.57,4.63,228.95,3.92,249.33,0.14,2.95,2026-06-04 22:00:00
,,129.05,0.18,8.73,156.12,0.53,4.85,,159.79,0.57,4.69,249.23,4.08,283.25,0.18,2.92,2026-06-04 23:00:00
,,129.82,0.18,8.7,157.92,0.54,4.89,,160.45,0.57,4.76,262.93,4.09,300.43,0.18,2.87,2026-06-05
,,130.51,0.19,8.68,158.85,0.55,4.95,,160.49,0.57,4.86,274.38,4.01,308.45,0.14,2.78,2026-06-05 01:00:00
,,131.16,0.19,8.66,158.95,0.53,4.98,,160.06,0.55,4.91,283.91,3.93,314.86,0.15,2.74,2026-06-05 02:00:00
,,131.72,0.19,8.61,159.18,0.53,5.02,,159.66,0.54,4.98,288.38,3.8,321.39,0.14,2.65,2026-06-05 03:00:00
,,132.32,0.19,8.6,158.84,0.51,5.1,,159.06,0.53,5.07,290.99,4.01,331.2,0.14,2.62,2026-06-05 04:00:00
,,132.88,0.19,8.61,158.06,0.5,5.22,,158.42,0.52,5.17,293.63,4.21,332.74,0.14,2.67,2026-06-05 05:00:00
,,133.49,0.2,8.62,157.29,0.51,5.34,,157.3,0.51,5.34,297.89,3.83,19.46,0.03,3.5,2026-06-05 06:00:00
,,134.67,0.23,8.24,156.01,0.5,5.48,,156.01,0.5,5.48,290.11,3.59,19.15,0.02,3.48,2026-06-05 07:00:00
,,134.96,0.24,8.28,154.73,0.49,5.63,,154.74,0.49,5.63,287.77,3.45,18.97,0.02,3.48,2026-06-05 08:00:00
,,159.18,0.26,4.26,153.31,0.48,5.8,,153.32,0.48,5.8,287.4,2.88,18.96,0.02,3.48,2026-06-05 09:00:00
,,297.57,0.11,2.25,151.85,0.47,5.98,,151.85,0.47,5.98,288.53,1.62,30.09,0.02,3.86,2026-06-05 10:00:00
,,298.35,0.1,2.25,150.37,0.47,6.16,,150.37,0.47,6.16,320.08,0.24,30.1,0,3.86,2026-06-05 11:00:00
,,298.78,0.09,2.24,148.92,0.46,6.34,,148.91,0.46,6.34,117.96,1.32,30.1,0,3.86,2026-06-05 12:00:00
,,298.96,0.06,2.24,147.52,0.46,6.51,,147.52,0.46,6.51,128.27,2.81,30.09,0,3.86,2026-06-05 13:00:00
,,299.18,0.06,2.23,146.03,0.46,6.52,,146.03,0.46,6.52,136.82,3.49,30.09,0,3.86,2026-06-05 14:00:00
,,299.37,0.05,2.23,144.64,0.47,6.61,,144.62,0.47,6.56,140.55,3.73,67.13,0.03,2.98,2026-06-05 15:00:00
,,303.27,0.05,2.23,143.56,0.47,6.78,,143.6,0.47,6.65,143.49,3.83,131.35,0.06,2.01,2026-06-05 16:00:00
,,303.5,0.04,2.23,142.71,0.48,6.85,,142.78,0.48,6.77,151.02,3.55,100.52,0.04,2.65,2026-06-05 17:00:00
,,131.61,0.11,2.42,142.18,0.48,6.95,,142.26,0.49,6.91,171.15,3.65,70.31,0.02,2.99,2026-06-05 18:00:00
,,144.51,0.13,2.49,141.58,0.49,7.02,,141.6,0.5,7,175.92,3.32,66.77,0.02,2.94,2026-06-05 19:00:00
,,151.13,0.13,2.52,140.8,0.51,7.09,,140.8,0.51,7.09,165.94,3.23,30.09,0,3.86,2026-06-05 20:00:00
,,156.73,0.14,2.44,139.89,0.52,7.15,,139.89,0.52,7.14,145.39,3.33,41.23,0.01,3.48,2026-06-05 21:00:00
,,153.15,0.14,2.46,138.89,0.53,7.19,,138.8,0.53,7.16,129.17,3.68,41.07,0.02,3.56,2026-06-05 22:00:00
,,146.68,0.14,2.48,137.94,0.54,7.22,,137.79,0.54,7.17,128.59,3.69,41.14,0.03,3.59,2026-06-05 23:00:00
,,142.88,0.14,2.55,136.97,0.55,7.21,,136.86,0.56,7.13,136.52,3.42,41.25,0.04,3.61,2026-06-06
,,131.58,0.15,2.55,136.1,0.57,7.19,,136.15,0.57,7.1,143.27,2.59,41.05,0.04,3.62,2026-06-06 01:00:00
,,130.4,0.17,2.59,135.39,0.58,7.18,,135.56,0.59,7.09,143.33,1.98,40.64,0.04,3.62,2026-06-06 02:00:00
,,128.78,0.17,2.62,134.8,0.59,7.17,,135.02,0.6,7.1,137.32,1.18,40.17,0.04,3.61,2026-06-06 03:00:00
,,127.39,0.18,2.65,134.33,0.6,7.16,,134.49,0.6,7.11,100.03,1.34,39.41,0.03,3.58,2026-06-06 04:00:00
,,125.92,0.18,2.68,133.91,0.61,7.15,,133.96,0.61,7.13,76.4,1.63,38.78,0.02,3.52,2026-06-06 05:00:00
,,124.18,0.17,2.73,133.22,0.61,7.2,,133.22,0.61,7.19,65.97,2.32,39.95,0.01,3.49,2026-06-06 06:00:00
,,123.1,0.16,2.74,132.75,0.61,7.19,,132.75,0.62,7.19,49.92,2.17,30.09,0.04,3.86,2026-06-06 07:00:00
,,121.95,0.16,2.76,132.06,0.62,7.17,,132.06,0.62,7.17,61.42,2.23,30.09,0,3.86,2026-06-06 08:00:00
,,120.6,0.16,2.77,131.61,0.62,7.16,,131.6,0.63,7.16,68.86,2.38,30.09,0,3.86,2026-06-06 09:00:00
,,307.81,0.01,2.5,131.13,0.63,7.13,,131.13,0.63,7.12,80.82,3.04,39.94,0.01,3.48,2026-06-06 10:00:00
,,10.33,0.02,2.46,130.7,0.63,7.11,,130.88,0.63,7.08,104.77,2.79,38.37,0.03,3.58,2026-06-06 11:00:00
,,10.81,0.03,2.53,130.44,0.63,7.08,,130.82,0.64,7.02,119.76,2.91,37.85,0.04,3.61,2026-06-06 12:00:00
,,11.33,0.03,2.6,130.22,0.63,7.03,,130.99,0.64,6.91,129.79,3.02,101.12,0.07,2.72,2026-06-06 13:00:00
,,12.5,0.03,2.68,129.97,0.64,6.97,,131.64,0.66,6.74,132.42,2.85,109,0.11,2.88,2026-06-06 14:00:00
,,13.21,0.03,2.77,129.6,0.64,6.93,,133.58,0.69,6.46,121.32,2.11,113.14,0.17,3.1,2026-06-06 15:00:00
,,13.95,0.02,2.87,130.18,0.65,6.74,,136.48,0.73,6.13,112.1,2.56,116.38,0.23,3.22,2026-06-06 16:00:00
,,130.48,0.32,4.17,130.99,0.66,6.57,,139.55,0.79,5.82,140.65,2.73,114.96,0.3,3.41,2026-06-06 17:00:00
,,126.77,0.47,7.95,134.56,0.72,6.17,,141.4,0.82,5.67,152.36,1.84,121.98,0.27,3.29,2026-06-06 18:00:00
,,126.93,0.47,7.86,135.03,0.74,6.07,,142.83,0.86,5.56,142.6,2.71,125.15,0.29,3.37,2026-06-06 19:00:00
,,127.27,0.47,7.76,135.7,0.77,5.98,,144.71,0.89,5.47,165.15,3.49,131.6,0.31,3.45,2026-06-06 20:00:00
,,126.14,0.43,8.11,136.53,0.78,5.93,,147.45,0.92,5.38,193.46,4.34,143.11,0.34,3.49,2026-06-06 21:00:00
,,126.33,0.43,8.06,140.11,0.82,5.79,,149.62,0.93,5.35,189.28,5.64,201.78,0.35,2.42,2026-06-06 22:00:00
,,126.62,0.42,8.02,140.51,0.81,5.86,,150.96,0.93,5.36,199.24,6.42,203.38,0.38,2.65,2026-06-06 23:00:00
,,126.93,0.42,7.99,141.8,0.81,5.86,,153.49,0.93,5.32,215.21,6.47,212.83,0.41,2.76,2026-06-07
,,127.25,0.41,7.97,145.84,0.83,5.75,,155.03,0.92,5.33,234.29,6,227.51,0.35,2.6,2026-06-07 01:00:00
,,126.74,0.36,7.88,147.98,0.76,5.51,,155.16,0.82,5.17,244.23,5.84,238.94,0.31,2.43,2026-06-07 02:00:00
,,126.78,0.35,7.85,147.41,0.73,5.58,,156.77,0.8,5.16,246.7,6.19,243.22,0.31,2.53,2026-06-07 03:00:00
,,257.98,0.11,23.85,146.62,0.66,5.49,,159.02,0.73,4.96,248.56,6.61,245.21,0.31,2.53,2026-06-07 04:00:00
,,259.09,0.11,25.03,146.22,0.63,5.57,,163.28,0.73,4.9,250.93,6.88,245.83,0.35,2.61,2026-06-07 05:00:00
,,259.53,0.11,26.29,147.11,0.6,5.61,,167.61,0.72,4.87,244.73,6.05,243.62,0.36,2.63,2026-06-07 06:00:00
,,258.19,0.11,26.29,147.36,0.59,5.66,,171.71,0.71,4.82,245.08,6.19,244.43,0.38,2.68,2026-06-07 07:00:00
,,258.63,0.21,27.61,150.62,0.58,5.62,,176.17,0.7,4.78,248.97,5.84,247.38,0.38,2.64,2026-06-07 08:00:00
,,259.5,0.26,27.61,156.23,0.58,5.5,,177.05,0.68,4.83,252.18,5.26,253.48,0.33,2.5,2026-06-07 09:00:00
,,226.77,0.31,3.47,162.88,0.59,5.37,,175.44,0.65,4.93,265.26,5.47,260.85,0.25,2.29,2026-06-07 10:00:00
,,236.13,0.32,3.3,166.67,0.59,5.33,,172.11,0.62,5.09,271.02,4.98,264.85,0.17,2.01,2026-06-07 11:00:00
,,241.31,0.29,3.21,166.24,0.58,5.39,,167.91,0.59,5.27,274.42,4.88,273.17,0.11,1.73,2026-06-07 12:00:00
,,246,0.27,3.12,163.45,0.56,5.49,,163.76,0.56,5.47,278.6,4.58,20.58,0.03,3.55,2026-06-07 13:00:00
,,238.86,0.24,3.27,159.28,0.54,5.73,,160.22,0.55,5.63,295.85,5.41,283.95,0.08,1.71,2026-06-07 14:00:00
,,245.36,0.22,3.15,156.01,0.52,5.86,,157.58,0.53,5.74,306.68,4.34,338.32,0.07,2.76,2026-06-07 15:00:00
,,252.07,0.21,3.05,153.57,0.51,5.87,,154.25,0.52,5.82,359.89,4.67,19.62,0.03,3.6,2026-06-07 16:00:00
,,252.92,0.15,2.97,150.35,0.49,6.04,,141.42,0.54,5.49,21.47,6.45,14.59,0.23,2.32,2026-06-07 17:00:00
,,267.31,0.11,2.88,147.75,0.47,6.32,,104.63,0.61,4.95,29.95,7.1,29.2,0.38,2.63,2026-06-07 18:00:00
,,253.9,0.09,3.12,143.88,0.44,6.45,,75.2,0.7,4.52,29.07,7.15,34.17,0.54,2.93,2026-06-07 19:00:00
